Date,Feedback,Label,Compound_Score,Clean_data
19-Apr-20,you destroy appliances and you always conduct brownout,Negative,-0.5423,not like well service rotten
19-Apr-20,"I have been here in the world for several years, your service is still not good, Iselco",Negative,-0.3412,refuse accept online payment
19-Apr-20,ISELCO is really failing us,Negative,-0.5563,hope consider online payment
19-Apr-20,You should notify us days before brownout,Neutral,0,good windy heat not felt much
19-Apr-20,It is unfortunate that there is a power outage all night.,Negative,-0.4588,investigate poor consumer hot
19-Apr-20,The brownout should happen  in the morning,Neutral,0,line not always conduct brownout
19-Apr-20,We were not informed that the electricity would be restored in the morning.,Neutral,0.34,announce brownout even nothing happen
19-Apr-20,I hope the damaged poles on the road are removed,Positive,0,electricity bill expensive
19-Apr-20,"what is the scope of brownout and time so we could prepare, lack of details",Negative,-0.3182,remind people give bill still not bill
19-Apr-20,Please do not brownout. It is not here at Villa Imelda yet.,Neutral,0.3182,consumer wait midnight wake morning
19-Apr-20,"I hope it will be fixed soon, poor children, they can not sleep",Negative,-0.0516,christmas light every day something
19-Apr-20,Thank u iselco,Positive,0.3612,no notice electricity would return
19-Apr-20,Good thing the power interruption is canceled,Positive,0.1027,always brownout
19-Apr-20,Iselco is just kidding us,Neutral,0.1027,would wiser invest solar power point
19-Apr-20,Thanks for ISELCO proper management.,Positive,0.4404,iselco could not prepare sudden brownout
19-Apr-20,Thank you Iselco led by their very amiable and efficient manager,Positive,0.6771,electricity supply already weak still want brownout
29-Jan-23,Nice one keep it on cooperative.,Positive,0.4215,update immediately prepared immediately
28-Apr-21,"Nice one, more reduction please",Positive,0.6573,every night overload tripped line trend bill increase
15-Jul-22,Thank you for the good news Iselco,Positive,0.6597,best iselco one annoys
10-May-22,"The price has been reduced this month, the brownout is constant",Negative,0,problem tripped line think way prevent happen
22-Feb-24,"Naguilian Manaring, still no electricity what are you planning Iselco",Negative,-0.296,waste time waste opportunity
01-Aug-24,"It is always Brownout, the heat of the weather is merciless",Negative,0,iselco update miss
19-Jun-22,Good Job Iselco,Positive,0.4404,hey brown bill expensive always brown
11-Dec-22,"You are destroying our appliances, Fix your service!",Negative,-0.5983,please reply chat instead copy paste
03-Nov-22,Please fix your service ISELCO! No power outages!,Negative,0.1739,thank information iselco understand
10-Jan-23,Thank you for the information,Positive,0.3612,post late brown two hour alert
12-Feb-23,Tired of power interruption again,Negative,-0.6597,need improvement
31-May-23,Thank you for the information Iselco,Positive,0.3612,many time cut electricity alibagu ilagan
28-Sep-22,Let us fix the always brown out at bedtime!,Positive,0,weather already hot still turn electricity
17-Aug-23,Please update when you lose power,Neutral,-0.1027,hope fix need fix
12-Sep-21,"There is no rain but brownout, give notice so we are prepared.",Negative,0.2836,iselco quezon every night brown
16-Nov-22,There is no point in your chat support on facebook. You do not even reply,Negative,0.128,not rain yet iselco brownout suddenly
24-Dec-23,"I have tried every way to contact you, but the repair is very slow.",Negative,0,hotline unresponsive often leaf concern unanswered
28-Oct-23,Iselco Dumb,Negative,-0.5106,destroy appliance always conduct brownout
01-Dec-21,Your service is so slow.,Negative,0,world several year service still not good iselco
11-Jan-24 ?,"Iselco, we have been complaining for three days, until now there is still no action.",Negative,-0.4588,iselco really fail u
10-May-22,Thank you for the kindness of your staff,Positive,0.6705,notify u day brownout
10-May-22,Iselco we have no electricity for two days,Negative,-0.296,unfortunate power outage night
10-May-22,contact number but it is out of coverage,Negative,0.0387,brownout happen morning
10-May-22,your service can not be called in an emergency!,Negative,-0.4389,not inform electricity would restore morning
10-May-22,hoping you do not choose where to go when something is fixed,Neutral,0.4215,hope damage pole road remove
10-May-22,The bill suddenly became too high! You are really cruel!,Negative,-0.6885,scope brownout time could prepare lack detail
10-May-22,We have not have electricity for four days,Negative,0,please not brownout not villa imelda yet
10-May-22,Iselco is fast when they cut electricity,Positive,-0.2732,poor child not sleep
10-May-22,appliances are damaged because you still do not attend to my concern,Negative,-0.4404,thank u iselco
10-May-22,Thank you Iselco Good job,Positive,0.6597,good thing power interruption cancel
10-May-22,please restore the electricity in our place,Neutral,0.5423,iselco kid u
10-May-22,"three days brownout, many people call you but there is no response. Your service is slow",Negative,-0.4215,thanks iselco proper management
10-May-22,The storm did not flood us here but until now we still do not have electricity,Negative,0,thank iselco lead amiable efficient manager
10-May-22,you are terrible Iselco,Negative,-0.4767,nice one keep cooperative
10-May-22,"Please act on my concern, been waiting for three days",Negative,0.3182,nice one reduction please
10-May-22,"you are useless, you can never be trusted when there is a problem with electric poles!",Negative,-0.8098,thank good news iselco
10-May-22,brown out again every night.,Negative,0,price reduce month brownout constant
10-May-22,Thanks for the great service Iselco,Positive,0.7906,naguilian manaring still no electricity planning iselco
10-May-22,Why do you always notify that it is not fulfilled? You are fooling people,Negative,-0.6164,always brownout heat weather merciless
10-May-22,"Brownout again, cabaruan is not on the schedule",Negative,0,good job iselco
10-May-22,Thank you so much ISELCO Tumauini Isabela,Positive,0.3612,destroy appliance fix service
10-May-22,without electricity for one week! Every day we hope someone will come to fix it,Negative,0.4926,please fix service iselco no power outage
10-May-22,Iselco acts very slow,Negative,0,thank information
10-May-22,Thank you very much for Iselco immediate action,Positive,0.3612,tire power interruption
10-May-22,no one is fixing the electricity!,Negative,-0.3595,thank information iselco
10-May-22,There is no notice that you will cut our electricity,Negative,-0.5106,let u fix always brown bedtime
10-May-22,Iselco online service is good,Positive,0.4404,please update lose power
10-May-22,You are guessing the reading of the bill again,Negative,0,no rain brownout give notice prepared
10-May-22,"I hope that action will be taken immediately, many children are getting sick",Negative,-0.1027,no point chat support facebook not even reply
10-May-22,A little rain and brownout immediately,Negative,0,try every way contact repair slow
10-May-22,We are tired of you Iselco,Negative,-0.4404,iselco dumb
10-May-22,"We texted and called you, it is pointless if you do not take any action Iselco",Negative,0,service slow
10-May-22,It is the third day of power outage,Negative,0,iselco complain three day still no action
10-May-22,"You are so fast to charge electric bill yet so slow to act,",Negative,0,thank kindness staff
10-May-22,we can not even contact your hotline service,Negative,0,iselco no electricity two day
10-May-22,we can not use equipments due to power outage,Negative,0,contact number coverage
10-May-22,you are slow Iselco and so cruel,Negative,-0.7065,service not call emergency
10-May-22,three days without electricity,Negative,0,hop not choose go something fix
10-May-22,"reported that a wire exploded in our electric meter, until now no technician is coming.",Negative,-0.296,bill suddenly become high really cruel
24-Dec-23,Our bill has increased,Negative,0.2732,not electricity four day
24-Dec-23,we have been without electricity for four days! We slept badly because of you!,Negative,-0.5696,iselco fast cut electricity
24-Dec-23,You always increase our electric bill,Negative,0.3182,appliance damage still not attend concern
24-Dec-23,There is no justice for you. You have no mercy.,Negative,-0.5975,thank iselco good job
24-Dec-23,"The bill is too high, especially now.",Negative,0,please restore electricity place
24-Dec-23,"only days past the due date, you are cutting electricity even after such a disaster.",Negative,-0.6808,three day brownout many people call no response service slow
24-Dec-23,"You can charge high, but your response time is very slow",Negative,0,storm not flood u still not electricity
24-Dec-23,"when brownout, you can not take action right away",Negative,0,terrible iselco
24-Dec-23,Maybe you want to fix your reading on our electric bill. You are just guessing.,Negative,0.0772,please act concern wait three day
24-Dec-23,"When you give the bill, give it to our house. Do not leave it next door.",Negative,0.0382,useless never trust problem electric pole
24-Dec-23,Until now there is still no electricity,Negative,-0.296,brown every night
24-Dec-23,iselco you are so fast when cutting electric line however has very slow action,Negative,-0.1935,thanks great service iselco
24-Dec-23,been already a month now and my concern has not resolved yet,Negative,-0.1326,always notify not fulfil fooling people
24-Dec-23,Thanks for announcement so people will be updated,Positive,0.4404,brownout cabaruan not schedule
24-Dec-23,Iselco is never worth talking to,Negative,-0.1695,thank much iselco tumauini isabela
24-Dec-23,called your hotline many times and no one responded.,Negative,-0.296,without electricity one week every day hope someone come fix
24-Dec-23,We visit your office regularly but your staff just disregarded us,Negative,-0.5267,iselco act slow
24-Dec-23,A Very Poor Service from a big company,Negative,-0.5256,thank much iselco immediate action
24-Dec-23,No electric bill came to us,Negative,-0.296,no one fix electricity
24-Dec-23,You are over acting on raising the electricity bill!,Negative,0,no notice cut electricity
24-Dec-23,Iselco is great with power interruption and charging us high electric bil.,Negative,0.3818,iselco online service good
24-Dec-23,Power has been restored. Thank you very much,Positive,0.5994,guess reading bill
24-Dec-23,Iselco should have penalty for not providing good service too,Negative,-0.6604,hope action take immediately many child get sick
24-Dec-23,hoping you finish your work at night,Neutral,0.4215,little rain brownout immediately
24-Dec-23,Keep safe to the iselco linemen. I hope you fix it,Positive,0.7003,tire iselco
24-Dec-23,Your action is faster when you cut electrical line,Neutral,-0.2732,texted call pointless not take action iselco
24-Dec-23,The incident is suspicious,Negative,-0.3612,third day power outage
24-Dec-23,increase the capacity and tolerance of electric boxes,Neutral,0.5423,fast charge electric bill yet slow act
24-Dec-23,"Line tripped again, same old problem.",Negative,-0.4019,not even contact hotline service
24-Dec-23,we were disturbed by the constant brownout,Negative,-0.3818,not use equipment due power outage
01-Aug-24,I hope you will do a lot to finish quickly.,Positive,0.4404,slow iselco cruel
01-Aug-24,"you should fix the wires on the pole, the wire is broken",Negative,-0.4767,three day without electricity
01-Aug-24,"your work is sloppy, such a shame",Negative,-0.4767,report wire explode electric meter no technician come
01-Aug-24,Thank you for informing us immediately,Positive,0.3612,bill increase
01-Aug-24,"materials are probably substandard , that is why it is always broken",Negative,-0.4767,without electricity four day slept badly
01-Aug-24,Please update promptly when conducting power shortage,Negative,0.0772,always increase electric bill
01-Aug-24,You really deserve delayed payments!,Negative,-0.3549,no justice no mercy
01-Aug-24,the repair should be put in place properly,Neutral,0,bill high especially
01-Aug-24,That feeder has been an issue for a long time,Negative,0,day past due date cut electricity even disaster
01-Aug-24,you are pure publicity!,Negative,0,charge high response time slow
01-Aug-24,You are just making people feel sorry for your workers,Negative,-0.0772,brownout not take action right away
01-Aug-24,there is not a week that does not brownout.,Negative,0,maybe want fix reading electric bill guess
01-Aug-24,Thank you very much to the men of ISELCO who worked even at night just to restore the electricity.,Positive,0.5719,give bill give house not leave next door
01-Aug-24,"You cut power quickly, it is broken!",Negative,-0.6696,still no electricity
01-Aug-24,Only in Iselco the service is rotten,Negative,-0.5106,iselco fast cut electric line however slow action
01-Aug-24,Brownout again have mercy because it is too hot,Negative,0.3612,already month concern not resolve yet
01-Aug-24,Thank you for the timely update!,Positive,0.4199,thanks announcement people update
01-Aug-24,Thank you and be safe Iselco,Positive,0.6597,iselco never worth talk
01-Aug-24,"I filed a dispute with our latest bill, I still have not received any response.",Negative,-0.4019,call hotline many time no one respond
01-Aug-24,"appliances have almost no rest, electric bills should be lowered",Negative,-0.3415,visit office regularly staff disregard u
01-Aug-24,we reduced electricity consumption but suddenly the bill is high again.,Negative,0,poor service company
01-Aug-24,No notice and you disconnected our electric line,Negative,-0.296,no electric bill come u
01-Aug-24,"just a shortage of power supply, but when the bills arrive, the size become double",Negative,-0.128,act raise electricity bill
01-Aug-24,hope you fix the billing process.,Neutral,0.4404,iselco great power interruption charge u high electric bil
01-Aug-24,i messaged a lot but none of your agent replied!,Negative,0,power restore thank much
01-Aug-24,"constant brownout, take action and pay attention to our concerns",Negative,-0.1027,iselco penalty not provide good service
01-Aug-24,Your hotline is useless!,Negative,-0.4753,hop finish work night
01-Aug-24,You are terrible! we still receive a high electric bill.,Negative,-0.5255,keep safe iselco linemen hope fix
01-Aug-24,electric consumption is lower this month but our electric bill is higher,Negative,-0.1531,action faster cut electrical line
01-Aug-24,terrible that our electric bill has increased. ISELCO charges keep rising.,Negative,-0.4767,incident suspicious
01-Aug-24,I hope you act quickly on member consumers concern,Neutral,0.4404,increase capacity tolerance electric box
01-Aug-24,You do not respond on messages and your hotline can not be reached.,Negative,-0.0762,line tripped old problem
01-Aug-24,do you only act to concerns when someone house got burned.,Negative,0,disturbed constant brownout
01-Aug-24,Poor electric supply but high electric bills.,Negative,-0.2617,hope lot finish quickly
01-Aug-24,you are slower than turtle when acting on our concern,Negative,0,fix wire pole wire broken
01-Aug-24,You do not tak action on our concerns,Negative,0,work sloppy shame
01-Aug-24,none gave any notice about brownout,Negative,0,thank inform u immediately
28-Sep-22,"constant brownout, appliances break easily and bills soar high.",Negative,0.34,material probably substandard always broken
28-Sep-22,Be responsible Iselco,Positive,0.3182,please update promptly conduct power shortage
28-Sep-22,"we need understanding, they do not want a permanent power outage too",Positive,-0.0572,really deserve delayed payment
28-Sep-22,AUGUST! MONTH OF THE GREAT BROWNOUT!,Negative,0.6892,repair put place properly
28-Sep-22,Be careful electricians,Positive,0.1531,feeder issue long time
28-Sep-22,Poor people who only rely on ISELCO services.,Negative,-0.4767,pure publicity
28-Sep-22,Your brownout everyday is not funny anymore,Negative,-0.3412,make people feel sorry worker
28-Sep-22,"They say Line Tripped, or they are just tripping us up",Negative,0,not week not brownout
28-Sep-22,NO NOTICE OF UNSCHEDULED POWER INTERRUPTION!,Negative,-0.6114,thank much men iselco work even night restore electricity
28-Sep-22,you are just fooling us,Negative,-0.4019,cut power quickly broken
28-Sep-22,"Iselco is brown out again, not yet bermonths",Negative,0,iselco service rotten
28-Sep-22,"CABISERA is not in your list, but we still had a power interruption",Negative,-0.5023,brownout mercy hot
28-Sep-22,"Iselco is annoying, brownout is a problem on you for a long time",Negative,-0.6597,thank timely update
28-Sep-22,The problem is the same until now it has not been solved,Negative,-0.5445,thank safe iselco
28-Sep-22,They say there is no solution. It is been tripping for several years,Negative,-0.2411,file dispute late bill still not receive response
28-Sep-22,"It is hard to complain, to be honest",Negative,0.1027,appliance almost no rest electric bill lower
28-Sep-22,There is no rain and then you conduct power interruption,Negative,-0.5719,reduce electricity consumption suddenly bill high
28-Sep-22,You shoud be sued for constant brownout,Negative,0,no notice disconnect electric line
28-Sep-22,They are so perverted!,Negative,-0.6988,shortage power supply bill arrive size become double
28-Sep-22,"We are paying correctly, bill is still expensive and your service is low",Negative,-0.2732,hope fix billing process
28-Sep-22,"That line tripped always, it is always perverted",Negative,-0.5423,message lot none agent reply
28-Sep-22,Give an update on when the electricity will be back,Neutral,0,constant brownout take action pay attention concern
28-Sep-22,"Your trippings are terrible, Iselco",Negative,-0.4767,hotline useless
28-Sep-22,there is nothing new in your reasons Iselco,Negative,0,terrible still receive high electric bill
28-Sep-22,"the ones you put are substandard, so something always breaks",Negative,0,electric consumption low month electric bill high
28-Sep-22,"You always conduct power outage, appliances wil be damaged",Negative,-0.4404,terrible electric bill increase iselco charge keep rise
28-Sep-22,You like to perform brownout,Negative,0.3612,hope act quickly member consumer concern
28-Sep-22,"Is that tripped differently, badtrip",Negative,0,not respond message hotline not reach
28-Sep-22,You are not tired of power interruption Iselco,Negative,-0.0243,act concern someone house get burn
28-Sep-22,"Feeder two and four lines also tripped yesterday, Iselco service is not good",Negative,-0.3412,poor electric supply high electric bill
28-Sep-22,The charge is expensive but the brownout is constant,Negative,0,slow turtle act concern
16-Nov-22,keep safe for those who are fixing it,Positive,0.4404,not tak action concern
16-Nov-22,The price of electric bill and service is worse.,Negative,-0.4767,none give notice brownout
16-Nov-22,"Shut up Iselco, we accept it even more, Iselco is rotten",Positive,-0.2415,constant brownout appliance break easily bill soar high
16-Nov-22,Hoping we can have a meeting with iselco so we can address our concerns,Neutral,0.4215,responsible iselco
16-Nov-22,You need to be sued to fix that,Negative,0,need understand not want permanent power outage
16-Nov-22,Be careful of those who fix it,Positive,0.1531,august month great brownout
16-Nov-22,would be good if you schedule the power interruption so we can prepare,Positive,0.1027,careful electrician
10-Jan-24,"We are not happy iselco, you always perform brownout then raise the bill",Negative,-0.4585,poor people rely iselco service
10-Jan-24,The only problem with iselco is they do not consider when conducting power interruption,Negative,-0.6369,brownout everyday not funny anymore
10-Jan-24,Our bills are only increasing because of what you are doing Iselco,Negative,0,say line tripped trip u
10-Jan-24,member consumers are not happy,Negative,-0.4585,no notice unscheduled power interruption
10-Jan-24,"You are fooling us iselco, your electric feeder are always broken",Negative,-0.7003,fooling u
10-Jan-24,hoping you notify us before brownout so that everyone can be ready.,Neutral,0.6486,iselco brown not yet bermonths
10-Jan-24,You have many trips Iselco,Negative,0,cabisera not list still power interruption
10-Jan-24,We are not happy anymore Iselco,Negative,-0.4585,iselco annoy brownout problem long time
10-Jan-24,"Upgrade too, we are not happy anymore. Just everyday",Negative,-0.4585,problem not solve
11-Jan-24,"You do not just get tired of brown out, you are annoying. poor children",Negative,-0.5258,say no solution trip several year
11-Jan-24,Brownout again later,Negative,0,hard complain honest
11-Jan-24,It is really crazy,Negative,-0.4005,no rain conduct power interruption
11-Jan-24,The bill is growing again with what you are doing like this Iselco,Negative,0.4939,shoud sue constant brownout
11-Jan-24,"Iselco, it has been a few days since your service was turned off",Neutral,0,pervert
15-Jan-24,"feeder two and four always tripped, you do not fix it well",Negative,-0.2057,pay correctly bill still expensive service low
15-Jan-24,Legal actions should be taken on their rotten service,Negative,-0.4215,line tripped always always pervert
15-Jan-24,"you are all always TRIPPED, you are fooling consumers",Negative,-0.4019,give update electricity back
15-Jan-24,"Your service has not improved, nothing changed",Negative,-0.3724,trippings terrible iselco
15-Jan-24,Why do not you upgrade your services,Neutral,0,nothing new reason iselco
15-Jan-24,always brown out here in Caliguian,Negative,0,one put substandard something always break
15-Jan-24,"Always, no rain power interruption again",Negative,-0.5719,always conduct power outage appliance wil damage
15-Jan-24,The power interruption is always unscheduled nothing new,Negative,-0.3612,like perform brownout
15-Jan-24,Always brown out when people pay late you cut. how about that,Negative,-0.3612,tripped differently badtrip
15-Jan-24,What is paid will be useless,Negative,-0.4215,not tire power interruption iselco
25-Feb-24,This organization is really worthless,Negative,-0.4927,feeder two four line also tripped yesterday iselco service not good
25-Feb-24,"poor consumers, charges are always high",Negative,-0.6369,charge expensive brownout constant
25-Feb-24,electric line should be replaced it is always malfunctioning,Negative,0,keep safe fix
25-Feb-24,You are ruining Battery Health Iselco to be honest,Negative,0.3182,price electric bill service bad
25-Feb-24,Line tripped again. Will you fix it at night? Your trippings are strong,Negative,0.5106,shut iselco accept even iselco rotten
25-Feb-24,"their charges have decreased, you can expect the quality of service to decrease even more",Negative,-0.2732,hop meeting iselco address concern
25-Feb-24,"Feeder line tripped always, little rain and brownout again",Negative,0,need sue fix
25-Feb-24,PLEASE IMPROVE YOUR QUALITY OF SERVICE!!,Negative,0.6988,careful fix
25-Feb-24,"A lot of income, there is no improvement.",Negative,-0.357,would good schedule power interruption prepare
25-Feb-24,you are the only one with that kind of service!,Negative,0,not happy iselco always perform brownout raise bill
26-Feb-24,It should have been prepared last summer so there is no line Tripped!,Negative,-0.2157,problem iselco not consider conduct power interruption
26-Feb-24,We are confused about your brownout,Negative,-0.3182,bill increase iselco
26-Feb-24,It's hard to defend you Iselco,Negative,-0.1027,member consumer not happy
28-Feb-24,The conversation is about paying but you tend to brownout,Negative,0,fooling u iselco electric feeder always broken
28-Feb-24,The electricity is off and the bill is getting bigger,Negative,0,hop notify u brownout everyone ready
02-Mar-24,The equipment is damaged due to your low quality service,Negative,-0.6124,many trip iselco
02-Mar-24,hoping you fix your service so that your member consumer does not complain every day.,Negative,0.6007,not happy anymore iselco
02-Mar-24,Be careful with maintenance.,Positive,0.1531,upgrade not happy anymore everyday
02-Mar-24,Iselco is the enemy of member consumers,Negative,-0.5423,brownout annoy poor child
02-Mar-24,Iselco is the enemy of Isabela,Negative,-0.5423,brownout later
02-Mar-24,"It is always brownout, Iselco is annoying",Negative,-0.4019,really crazy
02-Mar-24,the hands are still shaking. iselco is annoying,Negative,-0.5267,bill grow like iselco
02-Mar-24,They should always have a spare equipment so they can fix it immediately.,Neutral,0,iselco day since service turn
02-Mar-24,Iselco you are really insulting!,Negative,-0.5838,feeder two four always tripped not fix well
02-Mar-24,Thank you for your consistent support,Positive,0.6369,legal action take rotten service
09-Mar-24,Thanks for update ISELCO,Positive,0.4404,always tripped fooling consumer
09-Mar-24,The one they announced but it is brownout,Neutral,0,service not improve nothing change
09-Mar-24,"Hey, your electricity bill is big, it is always brown out. It is so hot, Iselco",Negative,0,not upgrade service
09-Mar-24,You should have posted earlier about power interruption,Negative,-0.3612,always brown caliguian
09-Mar-24,"You are terrible Iselco, you love to charge high bill",Negative,0.2732,always no rain power interruption
14-Mar-24,"the quality service is very reliable, good job!",Positive,0.5378,power interruption always unscheduled nothing new
14-Mar-24,Thank you for the quick repair of electricity,Positive,0.3612,always brown people pay late cut
14-Mar-24,Life is getting harder and harder,Negative,0,paid useless
14-Mar-24,"You are still low voltage, poor appliances",Negative,-0.6369,organization really worthless
14-Mar-24,No yellow or red alert from iselco,Neutral,0,poor consumer charge always high
29-Nov-23,"You are LOW Voltage again, very difficult to use our appliances",Negative,-0.6834,electric line replace always malfunction
29-Nov-23,National Grid Corporation of the Philippines? please investigate.,Negative,0.3182,ruin battery health iselco honest
29-Nov-23,Viable electrecity since Marcos senior,Positive,0,line tripped fix night trippings strong
29-Nov-23,Electricity was turned off here in Minante a while ago,Neutral,0,charge decrease expect quality service decrease even
29-Nov-23,"brownout again, even in the early morning",Negative,0,feeder line tripped always little rain brownout
29-Nov-23,Is there no power every morning?,Negative,-0.296,please improve quality service
29-Nov-23,Unorganized order,Negative,0,lot income no improvement
29-Nov-23,Think about the sacrifice of the line men just to fix our power line,Positive,0,one kind service
29-Nov-23,brownout has been a problem for a long time.,Negative,-0.4019,prepared last summer no line tripped
30-Nov-23,do not complain about brownout because they do not even know where the damage is,Positive,-0.2709,confuse brownout
30-Nov-23,I hope you will also explain the cause of the electric shock of Iselco,Negative,0.0772,hard defend iselco
30-Nov-23,Thank u so much iselco,Positive,0.3612,conversation pay tend brownout
30-Nov-23,Thank you so much I really appreciate it ISELCO,Positive,0.6697,electricity bill get big
30-Nov-23,"check your record carefully, we have a disconnection notice when we failed to pay.",Negative,-0.4939,equipment damage due low quality service
30-Nov-23,Please fix your service,Negative,0.3182,hop fix service member consumer not complain every day
30-Nov-23,The staff at ISELCO are always willing to go the extra mile.,Positive,0,careful maintenance
30-Nov-23,The service quality has decreased significantly over the past few months.,Negative,0,iselco enemy member consumer
30-Nov-23,The lack of transparency in the billing process is concerning and confusing.,Negative,-0.4939,iselco enemy isabela
30-Nov-23,Fix your service first before paying,Negative,0,always brownout iselco annoy
30-Nov-23,there is no improvement in the service,Negative,-0.357,hand still shake iselco annoy
12-Dec-23,"Iselco is so bad, you are playing with the electricity",Negative,-0.5706,always spare equipment fix immediately
12-Dec-23,Paying enough but service is not good enough,Negative,-0.4782,iselco really insult
12-Dec-23,The customer service representatives are always attentive to my needs.,Positive,0,thank consistent support
12-Dec-23,The lack of communication regarding scheduled maintenance is concerning.,Negative,-0.3182,thanks update iselco
12-Dec-23,"Iselco, many people are affected especially our work due to power interruption",Negative,-0.4767,one announce brownout
16-Dec-23,Thanks Iselco for the information. I hope it will be fixed soon,Positive,0.7003,hey electricity bill big always brown hot iselco
16-Dec-23,The power returned immediately. Congratulations,Positive,0.5994,post earlier power interruption
17-Dec-23,"Fix your service. When you charge, it is terrible",Negative,-0.4767,terrible iselco love charge high bill
17-Dec-23,What else can we expect from your rotten service?,Negative,-0.5106,quality service reliable good job
17-Dec-23,You just finished reading brownout right away,Negative,0,thank quick repair electricity
17-Dec-23,Even my eyes are darkening for you iselco,Negative,0,life get harder harder
17-Dec-23,"No update, I might be surprised that it is suddenly brownout again",Negative,-0.0772,still low voltage poor appliance
17-Dec-23,You still feel like raising the bill but brownout is constantly happening,Negative,0.1901,no yellow red alert iselco
21-Dec-23,the bill will really increase because their supply is dead,Negative,-0.4033,low voltage difficult use appliance
21-Dec-23,The bill keeps going up and up,Negative,0,national grid corporation philippine please investigate
21-Dec-23,"The charge is high, your service is rotten",Negative,-0.5106,viable electrecity since marcos senior
21-Dec-23,their service has not changed like now it is brownout again! annoying,Negative,-0.6251,electricity turn minante ago
21-Dec-23,Nothing was done but to raise the electric charge,Negative,0,brownout even early morning
21-Dec-23,"your service is sloppy, you even managed to get the bill high",Negative,0,no power every morning
21-Dec-23,"Bill is always going up, fix the electric supply for us consumers",Negative,0,unorganized order
01-Oct-24,Iselco are you not ashamed or you really have no shame?,Negative,0.6859,think sacrifice line men fix power line
01-Oct-24,It will go up but turn the electricity out,Negative,0,brownout problem long time
01-Oct-24,"Thank you Iselco, nothing to worry about the bill",Positive,0.6002,not complain brownout not even know damage
01-Oct-24,ISELCO over the decade there is no improvement,Negative,-0.357,hope also explain cause electric shock iselco
01-Oct-24,Our problem with iselco is the constant brownout every night,Negative,-0.4019,thank u much iselco
01-Oct-24,it would have been better if you just scheduled your power interruption,Neutral,0.1027,thank much really appreciate iselco
01-Oct-24,"when there is rain, iselco will automatically issue brownout",Negative,0,check record carefully disconnection notice fail pay
01-Oct-24,There is really no point in your maintenance,Negative,-0.3597,please fix service
01-Oct-24,Your hotline is always busy,Negative,0,staff iselco always willing go extra mile
01-Oct-24,The brownout is sudden and the bill is suddenly big,Negative,0,service quality decrease significantly past month
02-Oct-24,"what time will the electricity be back, poor children",Negative,-0.4767,lack transparency billing process concern confuse
02-Oct-24,"you are strict when it comes to billing, your service is annoying",Negative,-0.4019,fix service first pay
02-Oct-24,"Here I am again ISELCO, service is ugly NOTHING HAS CHANGED.",Negative,-0.5106,no improvement service
02-Oct-24,double check the reading of my electric meter it is inaccurate,Negative,0,iselco bad play electricity
02-Oct-24,Fix your billing our bill is too high.,Negative,0,pay enough service not good enough
02-Oct-24,No electric power and there is no notice at all,Negative,-0.5267,customer service representative always attentive need
02-Oct-24,We will pay our bill correctly despite being disappointed with your service,Negative,0.2856,lack communication regard schedule maintenance concern
02-Oct-24,It seems like ISELCO electric charges are very inaccurate and misleading.,Negative,-0.3744,iselco many people affected especially work due power interruption
04-Sep-24,Please respond because my message is one week now,Negative,0.3182,thanks iselco information hope fix soon
04-Sep-24,We still have not received a bill for a due date,Negative,0,power return immediately congratulation
04-Sep-24,I hope you will notice our complaint,Neutral,0.1779,fix service charge terrible
04-Sep-24,"Iselco, you are crazy. You are making the electricity bill soar",Negative,-0.34,else expect rotten service
04-Sep-24,I have already sent private message yet none responded,Negative,0,finish reading brownout right away
04-Sep-24,"I want to file a complaint about ISELCO billing, Our bill is unusually high this month",Negative,-0.2263,even eye darken iselco
Sep-24,ISELCO always charges excessively,Negative,-0.2732,no update might surprised suddenly brownout
04-Sep-24,you do not really respond. our pole that you made is burning.,Negative,0,still feel like raise bill brownout constantly happen
04-Sep-24,"There is no shame, it is just lightning and electricity is lost.",Negative,0.0654,bill really increase supply dead
04-Sep-24,already sent a complaint about my electric meter but no one came here to check,Negative,-0.5267,bill keep go
04-Sep-24,Please update your advisory on which areas will be affected by brownout,Negative,0.1779,charge high service rotten
12-Sep-24,Please update your services since there is no electricity since yesterday,Negative,0.0258,service not change like brownout annoy
12-Sep-24,The bill is expensive and the services are slow,Negative,0,nothing do raise electric charge
12-Sep-24,There is still time to address the fact that our electricity bill has tripled.,Negative,0,service sloppy even manage get bill high
12-Sep-24,We have been without a bill for months. No notice at all.,Negative,-0.296,bill always go fix electric supply u consumer
12-Sep-24,contact numbers posted on the websites yet no one answers in your office!,Negative,-0.3595,iselco not ashamed really no shame
02-Aug-24,"electrical wire sparked, called customer service immediately, but no one has come yet, disappointing.",Negative,-0.7964,go turn electricity
02-Aug-24,Thank you for fixing and energizing our lines. Godbless you!,Positive,0.6996,thank iselco nothing worry bill
02-Aug-24,"It has been hours since the power outage, and there is still no relief for the children",Negative,-0.3724,iselco decade no improvement
02-Aug-24,"tough for those who have to work tomorrow, and on top of that, the charges are higher.",Negative,-0.2023,problem iselco constant brownout every night
02-Aug-24,"ISELCO, please respond to my email. Fix my bill if you are doing your job properly.",Negative,0.3182,would well schedule power interruption
02-Aug-24,I hope you fix the meter reading. It is giving wrong results,Negative,0.296,rain iselco automatically issue brownout
03-Aug-24,"Every time it rains a little, the electricity goes out. You?e just making things worse.",Negative,-0.4767,really no point maintenance
